1.000000000000000000e+00,0.000000000000000000e+00,4.052000675333445462e-03,2.870167145027857636e-03,2.363667060611176953e-03,2.397433732905622158e-02,6.753334458889076637e-03,1.013000168833361365e-03,1.316900219483369862e-02,3.207833867972311424e-03
0.000000000000000000e+00,1.000000000000000000e+00,5.636309700385642649e-03,6.081281518837139931e-03,8.899436369029961906e-04,8.009492732126964956e-03,5.932957579353307937e-04,1.779887273805992381e-03,3.307623850489468942e-02,1.483239394838326876e-03
5.203088284659282067e-03,1.023833501174890859e-02,1.000000000000000000e+00,2.047667002349781717e-02,1.930177912051023875e-02,5.203088284659282067e-03,1.393084927828130287e-02,1.443437395099026604e-02,3.323262839879154162e-02,5.874454514937899052e-03
3.099005056271407401e-03,3.262110585548850215e-03,2.201924645245473960e-02,1.000000000000000000e+00,8.155276463872125538e-04,6.410047300603489984e-02,3.588321644103734977e-03,9.133909639536780256e-03,2.511825150872614570e-02,1.190670363725330333e-02
1.711742553919890462e-03,4.792879150975693642e-03,5.819924683327627746e-03,1.540568298527901373e-03,1.000000000000000000e+00,1.540568298527901373e-03,8.901061280383430058e-03,1.369394043135912283e-03,1.215337213283122254e-02,1.107497432386169156e-01
1.291274672569636683e-02,5.718502121379818830e-03,7.747648035417819927e-03,3.689356207341818600e-02,1.069913300129127394e-02,1.000000000000000000e+00,1.549529607083563985e-02,3.873824017708909963e-03,4.501014572957019039e-02,1.291274672569636683e-02
4.055424129773572278e-03,2.534640081108482674e-03,1.165934437309902073e-02,5.069280162216965348e-04,1.436296045961473443e-02,2.467049678945589658e-02,1.000000000000000000e+00,3.379520108144643204e-04,1.199729638391348364e-02,5.069280162216965348e-04
4.309656823623304357e-03,8.300079808459696895e-03,1.548284118116520329e-02,4.309656823623304357e-03,8.778930566640063757e-03,1.276935355147645543e-03,3.192338387869113857e-04,1.000000000000000000e+00,3.192338387869114291e-03,7.581803671189145388e-02
4.614595795590497110e-03,1.623654076226286117e-02,1.008374636814219835e-02,1.623654076226286117e-02,4.614595795590497110e-03,2.905486241668090927e-02,7.007349171081866078e-03,3.930951974021534671e-03,1.000000000000000000e+00,9.058280635788753393e-03
5.210959825180702665e-03,4.538577912254160469e-03,3.698100521095982508e-03,1.445621112792065850e-02,2.840813582114641231e-02,7.228105563960329251e-03,8.404773911581778527e-04,2.538241721297697026e-02,1.260716086737266768e-02,1.000000000000000000e+00
