1.000000000000000000e+00,0.000000000000000000e+00,5.065000844166807695e-03,2.532500422083403847e-03,2.194833699138950059e-03,1.519500253250042135e-02,6.246834374472395521e-03,8.441668073611345796e-04,1.283133547188924570e-02,2.532500422083403847e-03
0.000000000000000000e+00,1.000000000000000000e+00,4.598042123998813055e-03,5.784633639869475076e-03,8.899436369029961906e-04,8.306140611094629811e-03,7.416196974191634379e-04,2.521506971225155602e-03,3.381785820231385242e-02,1.483239394838326876e-03
5.203088284659282067e-03,1.158106747230614256e-02,1.000000000000000000e+00,1.879825444780127558e-02,1.711983887210473398e-02,6.881503860355824530e-03,1.325948304800268589e-02,1.510574018126888303e-02,3.340046995636119370e-02,6.042296072507552865e-03
2.609688468439080259e-03,3.425216114826292596e-03,2.169303539389985311e-02,1.000000000000000000e+00,8.155276463872125538e-04,6.475289512314467977e-02,4.240743761213505367e-03,9.297015168814223504e-03,4.305985972924482319e-02,1.272223128364051610e-02
2.054091064703868642e-03,5.648750427935638439e-03,5.135227661759671387e-03,2.054091064703868642e-03,1.000000000000000000e+00,1.198219787743923410e-03,9.928106812735364162e-03,1.027045532351934321e-03,9.243409791167408671e-03,1.013351591920575168e-01
1.235934329459509318e-02,5.534034311012727900e-03,6.456373362848183417e-03,4.611695259177273770e-02,1.088360081165836574e-02,1.000000000000000000e+00,1.494189263973436620e-02,3.320420586607637174e-03,8.227264342372256345e-02,1.549529607083563985e-02
3.717472118959107633e-03,2.027712064886786139e-03,1.267320040554241294e-02,8.448800270361608552e-04,1.824940858398107352e-02,2.737411287597161375e-02,1.000000000000000000e+00,8.448800270361608552e-04,1.013856032443393070e-02,6.759040216289286408e-04
3.830806065442937062e-03,7.980845969672785076e-03,1.468475658419792461e-02,6.225059856344772671e-03,9.098164405426975576e-03,9.577015163607342655e-04,3.192338387869113857e-04,1.000000000000000000e+00,3.671189146049481152e-03,7.613727055067837091e-02
3.930951974021534671e-03,1.435652025294821381e-02,1.059647923431891910e-02,3.298581439070244481e-02,5.469150572551700375e-03,4.153136216031447919e-02,7.861903948043069343e-03,3.418219107844813059e-03,1.000000000000000000e+00,1.247649974363356645e-02
4.202386955790888938e-03,4.538577912254160469e-03,4.370482434022524704e-03,1.613716591023701616e-02,3.798957808034963968e-02,4.538577912254160469e-03,8.404773911581778527e-04,2.555051269120860516e-02,9.749537737434862267e-03,1.000000000000000000e+00
